n,algorithm,scenario,k,p,nstart,nsteps,nsteps.c2,factor.nstart,factor.nsteps,balanced,seed,time,error,obj
200,3,2,3,4,100,20,20,5,1,1,2,0.610368013381958,0.045,-1733.48554180939
500,3,2,3,4,100,20,20,5,1,1,2,1.36534905433655,0.056,-4412.33629587876
1000,3,2,3,4,100,20,20,5,1,1,2,2.02757787704468,0.059,-8836.71166768356
200,1,1,6,4,100,20,20,5,1,1,2,0.228389978408813,0.16,-1560.96849703281
500,1,1,6,4,100,20,20,5,1,1,2,0.577455997467041,0.17,-3776.10399102421
1000,1,1,6,4,100,20,20,5,1,1,2,0.830778837203979,0.179,-7844.76679075011
200,2,1,6,4,100,20,20,5,1,1,2,0.284240961074829,0.055,-1306.81616394389
500,2,1,6,4,100,20,20,5,1,1,2,1.2403609752655,0.014,-3322.22753276598
1000,2,1,6,4,100,20,20,5,1,1,2,4.53786492347717,0.013,-6671.48820679194
200,3,1,6,4,100,20,20,5,1,1,2,1.23370099067688,0.045,-1508.97597372481
500,3,1,6,4,100,20,20,5,1,1,2,2.85787296295166,0.03,-3741.21425875755
1000,3,1,6,4,100,20,20,5,1,1,2,4.17382311820984,0.025,-7624.34193513161
200,1,2,6,4,100,20,20,5,1,1,2,0.294213056564331,0.095,-1838.76230481686
500,1,2,6,4,100,20,20,5,1,1,2,0.86368989944458,0.042,-4600.86738653733
1000,1,2,6,4,100,20,20,5,1,1,2,1.2436740398407,0.04,-9232.06719618937
200,2,2,6,4,100,20,20,5,1,1,2,0.333109855651855,0.055,-1708.38325200783
500,2,2,6,4,100,20,20,5,1,1,2,1.4671151638031,0.022,-4317.62608987788
1000,2,2,6,4,100,20,20,5,1,1,2,4.16087293624878,0.026,-8637.20629347103
200,3,2,6,4,100,20,20,5,1,1,2,1.395268201828,0.08,-1867.23135387195
500,3,2,6,4,100,20,20,5,1,1,2,3.92051601409912,0.056,-4614.1678543153
1000,3,2,6,4,100,20,20,5,1,1,2,5.85023212432861,0.04,-9232.06719618937
200,1,1,3,10,100,20,20,5,1,1,2,0.377989053726196,0.065,-2831.50243369377
500,1,1,3,10,100,20,20,5,1,1,2,0.979403018951416,0.05,-7049.17686246086
1000,1,1,3,10,100,20,20,5,1,1,2,1.4461350440979,0.05,-14166.6608118625
200,2,1,3,10,100,20,20,5,1,1,2,0.461766004562378,0.01,-2649.01794034955
500,2,1,3,10,100,20,20,5,1,1,2,1.50198292732239,0.03,-6735.75360861163
1000,2,1,3,10,100,20,20,5,1,1,2,4.96009397506714,0.021,-13564.8154010857
200,3,1,3,10,100,20,20,5,1,1,2,1.84261298179626,0.085,-2812.59699365171
500,3,1,3,10,100,20,20,5,1,1,2,4.50349688529968,0.056,-7044.0981570022
1000,3,1,3,10,100,20,20,5,1,1,2,7.1917679309845,0.05,-14166.6608118625
200,1,2,3,10,100,20,20,5,1,1,2,0.375994920730591,0.075,-3212.69053185672
500,1,2,3,10,100,20,20,5,1,1,2,0.722067832946777,0.074,-8090.26257815531
1000,1,2,3,10,100,20,20,5,1,1,2,0.936496019363403,0.063,-16008.3729498672
200,2,2,3,10,100,20,20,5,1,1,2,0.45334005355835,0.02,-3059.98917830069
500,2,2,3,10,100,20,20,5,1,1,2,1.281574010849,0.032,-7716.31881201127
1000,2,2,3,10,100,20,20,5,1,1,2,4.2401909828186,0.038,-15519.7763042184
200,3,2,3,10,100,20,20,5,1,1,2,1.87302303314209,0.085,-3231.12847789813
500,3,2,3,10,100,20,20,5,1,1,2,3.36998796463013,0.074,-8090.26257815531
1000,3,2,3,10,100,20,20,5,1,1,2,4.82110595703125,0.063,-16008.3729498672
200,1,1,6,10,100,20,20,5,1,1,2,0.546540021896362,0.2,-3021.87863710463
500,1,1,6,10,100,20,20,5,1,1,2,1.97771096229553,0.178,-7551.14632950875
1000,1,1,6,10,100,20,20,5,1,1,2,3.16752910614014,0.052,-15332.6709243284
200,2,1,6,10,100,20,20,5,1,1,2,0.586431980133057,0.06,-2636.47257761927
500,2,1,6,10,100,20,20,5,1,1,2,2.7944278717041,0.02,-6940.55038468195
1000,2,1,6,10,100,20,20,5,1,1,2,8.62537407875061,0.018,-14132.5889971302
200,3,1,6,10,100,20,20,5,1,1,2,2.8972499370575,0.075,-3008.75532121572
500,3,1,6,10,100,20,20,5,1,1,2,9.12626910209656,0.128,-7593.2400757098
1000,3,1,6,10,100,20,20,5,1,1,2,14.7722289562225,0.034,-15034.0162665116
200,1,2,6,10,100,20,20,5,1,1,2,0.738026142120361,0.305,-3372.51395559649
500,1,2,6,10,100,20,20,5,1,1,2,2.07744407653809,0.168,-8499.35536423311
1000,1,2,6,10,100,20,20,5,1,1,2,3.63189387321472,0.053,-16630.2220456786
200,2,2,6,10,100,20,20,5,1,1,2,0.759968042373657,0.145,-3128.08956061156
500,2,2,6,10,100,20,20,5,1,1,2,2.6838219165802,0.064,-7977.21659065892
1000,2,2,6,10,100,20,20,5,1,1,2,6.02887797355652,0.034,-16088.9243098235
200,3,2,6,10,100,20,20,5,1,1,2,3.91209101676941,0.2,-3400.40531164036
500,3,2,6,10,100,20,20,5,1,1,2,11.2071840763092,0.068,-8391.41156935668
1000,3,2,6,10,100,20,20,5,1,1,2,17.9720330238342,0.053,-16630.2220456786
200,1,1,3,4,400,20,20,5,1,1,2,0.376991987228394,0.03,-1353.6512515208
500,1,1,3,4,400,20,20,5,1,1,2,1.22877311706543,0.026,-3352.71422655601
1000,1,1,3,4,400,20,20,5,1,1,2,1.949786901474,0.044,-6734.00084099706
200,2,1,3,4,400,20,20,5,1,1,2,0.78888988494873,0.02,-1208.22181878025
500,2,1,3,4,400,20,20,5,1,1,2,3.17650508880615,0.018,-3028.27269126325
1000,2,1,3,4,400,20,20,5,1,1,2,15.919930934906,0.016,-6041.01592110521
200,3,1,3,4,400,20,20,5,1,1,2,2.22070908546448,0.03,-1353.6512515208
500,3,1,3,4,400,20,20,5,1,1,2,6.11667799949646,0.026,-3352.71422655601
1000,3,1,3,4,400,20,20,5,1,1,2,9.40977597236633,0.044,-6734.00084099706
200,1,2,3,4,400,20,20,5,1,1,2,0.448797941207886,0.045,-1733.48554180939
500,1,2,3,4,400,20,20,5,1,1,2,1.07612204551697,0.056,-4412.33629587876
1000,1,2,3,4,400,20,20,5,1,1,2,1.79919099807739,0.059,-8836.71166768356
200,2,2,3,4,400,20,20,5,1,1,2,0.873662948608398,0.02,-1602.40993317671
500,2,2,3,4,400,20,20,5,1,1,2,2.94181990623474,0.02,-4013.59449336089
1000,2,2,3,4,400,20,20,5,1,1,2,13.522274017334,0.023,-8022.05144063549
200,3,2,3,4,400,20,20,5,1,1,2,2.28643202781677,0.045,-1733.48554180939
500,3,2,3,4,400,20,20,5,1,1,2,6.05707097053528,0.056,-4412.33629587876
1000,3,2,3,4,400,20,20,5,1,1,2,9.37822294235229,0.059,-8836.71166768356
200,1,1,6,4,400,20,20,5,1,1,2,0.933022975921631,0.06,-1552.49088936308
500,1,1,6,4,400,20,20,5,1,1,2,2.96349906921387,0.03,-3741.21425875755
1000,1,1,6,4,400,20,20,5,1,1,2,3.54352402687073,0.025,-7624.34193513161
200,2,1,6,4,400,20,20,5,1,1,2,1.23868799209595,0.055,-1306.81616394389
500,2,1,6,4,400,20,20,5,1,1,2,4.91337084770203,0.014,-3322.22753276598
1000,2,1,6,4,400,20,20,5,1,1,2,20.1951711177826,0.013,-6671.48820679194
200,3,1,6,4,400,20,20,5,1,1,2,4.95674514770508,0.045,-1508.97597372481
500,3,1,6,4,400,20,20,5,1,1,2,12.7987840175629,0.03,-3741.21425875755
1000,3,1,6,4,400,20,20,5,1,1,2,17.2457730770111,0.025,-7624.34193513161
200,1,2,6,4,400,20,20,5,1,1,2,1.11900591850281,0.085,-1851.54488235881
500,1,2,6,4,400,20,20,5,1,1,2,3.59031295776367,0.038,-4624.42208182018
1000,1,2,6,4,400,20,20,5,1,1,2,4.93011903762817,0.04,-9232.06719618937
200,2,2,6,4,400,20,20,5,1,1,2,1.54486799240112,0.055,-1708.31122786133
500,2,2,6,4,400,20,20,5,1,1,2,5.13041090965271,0.022,-4317.62608987788
1000,2,2,6,4,400,20,20,5,1,1,2,18.0525331497192,0.026,-8637.20629347103
200,3,2,6,4,400,20,20,5,1,1,2,5.59473609924316,0.065,-1844.34925757751
500,3,2,6,4,400,20,20,5,1,1,2,16.1714720726013,0.056,-4614.1678543153
1000,3,2,6,4,400,20,20,5,1,1,2,24.1872801780701,0.049,-9220.9120745106
200,1,1,3,10,400,20,20,5,1,1,2,1.55585694313049,0.085,-2812.59699365171
500,1,1,3,10,400,20,20,5,1,1,2,3.61632990837097,0.056,-7044.0981570022
1000,1,1,3,10,400,20,20,5,1,1,2,5.66761302947998,0.05,-14166.6608118625
200,2,1,3,10,400,20,20,5,1,1,2,1.82811212539673,0.02,-2647.94986137601
500,2,1,3,10,400,20,20,5,1,1,2,5.37467002868652,0.03,-6735.75360861163
1000,2,1,3,10,400,20,20,5,1,1,2,16.556391954422,0.021,-13564.8154010857
200,3,1,3,10,400,20,20,5,1,1,2,7.1199951171875,0.085,-2812.59699365171
500,3,1,3,10,400,20,20,5,1,1,2,17.509740114212,0.05,-7051.58193097298
1000,3,1,3,10,400,20,20,5,1,1,2,28.4476120471954,0.05,-14166.6608118625
200,1,2,3,10,400,20,20,5,1,1,2,1.4640839099884,0.085,-3231.12847789813
500,1,2,3,10,400,20,20,5,1,1,2,2.86234617233276,0.074,-8090.26257815531
1000,1,2,3,10,400,20,20,5,1,1,2,3.81635093688965,0.063,-16008.3729498672
200,2,2,3,10,400,20,20,5,1,1,2,1.80218100547791,0.02,-3059.98917830069
500,2,2,3,10,400,20,20,5,1,1,2,4.80881690979004,0.032,-7716.31881201127
1000,2,2,3,10,400,20,20,5,1,1,2,15.2172770500183,0.038,-15519.7763042184
200,3,2,3,10,400,20,20,5,1,1,2,7.00859713554382,0.085,-3231.12847789813
500,3,2,3,10,400,20,20,5,1,1,2,14.4587550163269,0.074,-8090.26257815531
1000,3,2,3,10,400,20,20,5,1,1,2,19.2151379585266,0.063,-16008.3729498672
200,1,1,6,10,400,20,20,5,1,1,2,2.5352201461792,0.075,-3008.75532121572
500,1,1,6,10,400,20,20,5,1,1,2,7.79069590568542,0.128,-7593.2400757098
1000,1,1,6,10,400,20,20,5,1,1,2,12.6373560428619,0.034,-15034.0162665116
200,2,1,6,10,400,20,20,5,1,1,2,3.07668304443359,0.06,-2626.10323193809
500,2,1,6,10,400,20,20,5,1,1,2,9.39603590965271,0.022,-6946.15937125277
1000,2,1,6,10,400,20,20,5,1,1,2,22.6595559120178,0.018,-14132.5889971302
200,3,1,6,10,400,20,20,5,1,1,2,12.8203790187836,0.09,-3066.21221926401
500,3,1,6,10,400,20,20,5,1,1,2,36.9365141391754,0.134,-7578.3279664347
1000,3,1,6,10,400,20,20,5,1,1,2,60.1627888679504,0.033,-15038.8281326128
200,1,2,6,10,400,20,20,5,1,1,2,2.74665498733521,0.2,-3400.40531164036
500,1,2,6,10,400,20,20,5,1,1,2,8.72619009017944,0.068,-8391.41156935668
1000,1,2,6,10,400,20,20,5,1,1,2,14.4005498886108,0.053,-16630.2220456786
200,2,2,6,10,400,20,20,5,1,1,2,3.39492082595825,0.125,-3119.86680396048
500,2,2,6,10,400,20,20,5,1,1,2,11.0500380992889,0.056,-7967.68883764138
1000,2,2,6,10,400,20,20,5,1,1,2,26.9451479911804,0.032,-16088.1861018029
200,3,2,6,10,400,20,20,5,1,1,2,16.1555409431458,0.2,-3400.40531164036
500,3,2,6,10,400,20,20,5,1,1,2,43.8578588962555,0.052,-8278.97749154242
1000,3,2,6,10,400,20,20,5,1,1,2,70.3174049854279,0.053,-16633.4039458537
200,1,1,3,4,100,20,20,5,1,2,2,0.0967409610748291,0.025,-1317.47481232803
500,1,1,3,4,100,20,20,5,1,2,2,0.318149089813232,0.042,-3386.1535937039
1000,1,1,3,4,100,20,20,5,1,2,2,0.428853034973145,0.032,-6603.17788692113
200,2,1,3,4,100,20,20,5,1,2,2,0.169547080993652,0.01,-1206.29459658175
500,2,1,3,4,100,20,20,5,1,2,2,0.784901142120361,0.018,-3015.42335106233
1000,2,1,3,4,100,20,20,5,1,2,2,3.22138595581055,0.018,-6027.98200380581
200,3,1,3,4,100,20,20,5,1,2,2,0.517638921737671,0.025,-1317.47481232803
500,3,1,3,4,100,20,20,5,1,2,2,1.53788709640503,0.042,-3386.1535937039
1000,3,1,3,4,100,20,20,5,1,2,2,2.09127402305603,0.032,-6603.17788692113
200,1,2,3,4,100,20,20,5,1,2,2,0.106714010238647,0.045,-1716.38725494316
500,1,2,3,4,100,20,20,5,1,2,2,0.281248092651367,0.044,-4402.49646698026
1000,1,2,3,4,100,20,20,5,1,2,2,0.372004985809326,0.046,-8642.58348027482
200,2,2,3,4,100,20,20,5,1,2,2,0.220410108566284,0.02,-1594.06992906459
500,2,2,3,4,100,20,20,5,1,2,2,0.762961149215698,0.016,-4004.19367113922
1000,2,2,3,4,100,20,20,5,1,2,2,3.05084204673767,0.026,-8003.60183616943
200,3,2,3,4,100,20,20,5,1,2,2,0.525501012802124,0.045,-1716.38725494316
500,3,2,3,4,100,20,20,5,1,2,2,1.52691602706909,0.044,-4402.49646698026
1000,3,2,3,4,100,20,20,5,1,2,2,1.9607560634613,0.046,-8642.58348027482
200,1,1,6,4,100,20,20,5,1,2,2,0.220412969589233,0.04,-1513.36779990689
500,1,1,6,4,100,20,20,5,1,2,2,0.556512117385864,0.034,-3683.14967720347
1000,1,1,6,4,100,20,20,5,1,2,2,0.790001153945923,0.039,-7730.11236210828
200,2,1,6,4,100,20,20,5,1,2,2,0.324134111404419,0.04,-1296.19409909364
500,2,1,6,4,100,20,20,5,1,2,2,1.12580394744873,0.022,-3291.72776911009
1000,2,1,6,4,100,20,20,5,1,2,2,4.03390002250671,0.014,-6661.38457122581
200,3,1,6,4,100,20,20,5,1,2,2,1.18682599067688,0.045,-1521.90340496391
500,3,1,6,4,100,20,20,5,1,2,2,2.74366402626038,0.036,-3812.16687754217
1000,3,1,6,4,100,20,20,5,1,2,2,3.98733687400818,0.039,-7730.11236210828
200,1,2,6,4,100,20,20,5,1,2,2,0.305183887481689,0.09,-1855.91337829204
500,1,2,6,4,100,20,20,5,1,2,2,0.822799921035767,0.042,-4600.39571584493
1000,1,2,6,4,100,20,20,5,1,2,2,1.16588187217712,0.053,-9381.40869853479
200,2,2,6,4,100,20,20,5,1,2,2,0.381486892700195,0.035,-1693.76022325963
500,2,2,6,4,100,20,20,5,1,2,2,1.31600189208984,0.016,-4293.21238147678
1000,2,2,6,4,100,20,20,5,1,2,2,3.62530493736267,0.027,-8625.50279811427
200,3,2,6,4,100,20,20,5,1,2,2,1.39692091941833,0.04,-1833.74135448157
500,3,2,6,4,100,20,20,5,1,2,2,4.12297415733337,0.042,-4600.39571584493
1000,3,2,6,4,100,20,20,5,1,2,2,5.8543438911438,0.055,-9380.92357238638
200,1,1,3,10,100,20,20,5,1,2,2,0.337099075317383,0.08,-2841.64326065136
500,1,1,3,10,100,20,20,5,1,2,2,0.990352153778076,0.046,-7001.16167892275
1000,1,1,3,10,100,20,20,5,1,2,2,1.54244494438171,0.054,-14243.531360398
200,2,1,3,10,100,20,20,5,1,2,2,0.417882919311523,0.045,-2660.5190967346
500,2,1,3,10,100,20,20,5,1,2,2,1.48403191566467,0.028,-6720.45194544722
1000,2,1,3,10,100,20,20,5,1,2,2,4.25273394584656,0.022,-13566.9111785438
200,3,1,3,10,100,20,20,5,1,2,2,1.71740794181824,0.06,-2838.99148709679
500,3,1,3,10,100,20,20,5,1,2,2,4.49676895141602,0.048,-7083.57118277623
1000,3,1,3,10,100,20,20,5,1,2,2,7.01208901405334,0.054,-14243.531360398
200,1,2,3,10,100,20,20,5,1,2,2,0.434828996658325,0.08,-3216.44334076538
500,1,2,3,10,100,20,20,5,1,2,2,0.712095022201538,0.052,-8005.23920424691
1000,1,2,3,10,100,20,20,5,1,2,2,0.999963045120239,0.067,-16073.3576013771
200,2,2,3,10,100,20,20,5,1,2,2,0.472736120223999,0.03,-3054.88818266222
500,2,2,3,10,100,20,20,5,1,2,2,1.23669195175171,0.032,-7706.7765889972
1000,2,2,3,10,100,20,20,5,1,2,2,4.1149959564209,0.038,-15512.7093439209
200,3,2,3,10,100,20,20,5,1,2,2,1.98422384262085,0.1,-3173.19567659374
500,3,2,3,10,100,20,20,5,1,2,2,3.70808386802673,0.062,-8028.03869299973
1000,3,2,3,10,100,20,20,5,1,2,2,5.12330102920532,0.067,-16073.3576013771
200,1,1,6,10,100,20,20,5,1,2,2,0.628318071365356,0.205,-3036.04591012993
500,1,1,6,10,100,20,20,5,1,2,2,1.94237399101257,0.198,-7382.71285784761
1000,1,1,6,10,100,20,20,5,1,2,2,3.25728797912598,0.045,-15227.9631288522
200,2,1,6,10,100,20,20,5,1,2,2,0.77393102645874,0.08,-2636.06890130388
500,2,1,6,10,100,20,20,5,1,2,2,2.54319906234741,0.034,-6906.5915501689
1000,2,1,6,10,100,20,20,5,1,2,2,6.28120803833008,0.017,-14110.2262278703
200,3,1,6,10,100,20,20,5,1,2,2,3.485680103302,0.205,-3036.04591012993
500,3,1,6,10,100,20,20,5,1,2,2,9.3243420124054,0.172,-7476.93406083637
1000,3,1,6,10,100,20,20,5,1,2,2,15.5960719585419,0.038,-15120.5428080704
200,1,2,6,10,100,20,20,5,1,2,2,0.776923894882202,0.27,-3383.19607458114
500,1,2,6,10,100,20,20,5,1,2,2,2.13828206062317,0.068,-8388.74102129846
1000,1,2,6,10,100,20,20,5,1,2,2,3.38295292854309,0.048,-16564.8870526691
200,2,2,6,10,100,20,20,5,1,2,2,0.931509017944336,0.09,-3099.1510782623
500,2,2,6,10,100,20,20,5,1,2,2,2.66188192367554,0.114,-8040.3977401781
1000,2,2,6,10,100,20,20,5,1,2,2,6.19044589996338,0.037,-16063.8308449791
200,3,2,6,10,100,20,20,5,1,2,2,4.01087117195129,0.205,-3390.56213874778
500,3,2,6,10,100,20,20,5,1,2,2,10.4019448757172,0.068,-8388.74102129846
1000,3,2,6,10,100,20,20,5,1,2,2,17.0496008396149,0.048,-16564.8870526691
200,1,1,3,4,400,20,20,5,1,2,2,0.373003005981445,0.025,-1317.47481232803
500,1,1,3,4,400,20,20,5,1,2,2,1.25664114952087,0.042,-3386.1535937039
1000,1,1,3,4,400,20,20,5,1,2,2,1.67053198814392,0.032,-6603.17788692113
200,2,1,3,4,400,20,20,5,1,2,2,0.814821004867554,0.01,-1206.29459658175
500,2,1,3,4,400,20,20,5,1,2,2,3.19514393806458,0.018,-3015.42335106233
1000,2,1,3,4,400,20,20,5,1,2,2,14.7163841724396,0.016,-6027.98677647311
200,3,1,3,4,400,20,20,5,1,2,2,2.20011687278748,0.025,-1317.47481232803
500,3,1,3,4,400,20,20,5,1,2,2,5.89481711387634,0.042,-3386.1535937039
1000,3,1,3,4,400,20,20,5,1,2,2,8.89916205406189,0.032,-6603.17788692113
200,1,2,3,4,400,20,20,5,1,2,2,0.472734928131104,0.045,-1716.38725494316
500,1,2,3,4,400,20,20,5,1,2,2,1.2356960773468,0.044,-4402.49646698026
1000,1,2,3,4,400,20,20,5,1,2,2,1.72837710380554,0.046,-8642.58348027482
200,2,2,3,4,400,20,20,5,1,2,2,0.81382417678833,0.02,-1594.06992906459
500,2,2,3,4,400,20,20,5,1,2,2,3.03887295722961,0.016,-4004.19367113922
1000,2,2,3,4,400,20,20,5,1,2,2,13.6601598262787,0.026,-8003.60183616943
200,3,2,3,4,400,20,20,5,1,2,2,2.18816518783569,0.045,-1716.38725494316
500,3,2,3,4,400,20,20,5,1,2,2,5.66080498695374,0.044,-4402.49646698026
1000,3,2,3,4,400,20,20,5,1,2,2,8.10133600234985,0.046,-8642.58348027482
200,1,1,6,4,400,20,20,5,1,2,2,1.06115984916687,0.05,-1562.52385240155
500,1,1,6,4,400,20,20,5,1,2,2,2.23753905296326,0.036,-3812.16687754217
1000,1,1,6,4,400,20,20,5,1,2,2,3.16952395439148,0.039,-7730.11236210828
200,2,1,6,4,400,20,20,5,1,2,2,1.3005199432373,0.04,-1296.19409909364
500,2,1,6,4,400,20,20,5,1,2,2,4.3443820476532,0.022,-3291.72776911009
1000,2,1,6,4,400,20,20,5,1,2,2,18.8841700553894,0.014,-6661.38457122581
200,3,1,6,4,400,20,20,5,1,2,2,5.07137203216553,0.05,-1558.36894614082
500,3,1,6,4,400,20,20,5,1,2,2,11.1809878349304,0.036,-3812.16687754217
1000,3,1,6,4,400,20,20,5,1,2,2,17.4833309650421,0.039,-7730.11236210828
200,1,2,6,4,400,20,20,5,1,2,2,1.0771222114563,0.04,-1833.74135448157
500,1,2,6,4,400,20,20,5,1,2,2,3.51659607887268,0.042,-4600.39571584493
1000,1,2,6,4,400,20,20,5,1,2,2,4.65555000305176,0.055,-9380.92357238638
200,2,2,6,4,400,20,20,5,1,2,2,1.55982899665833,0.035,-1693.83568804736
500,2,2,6,4,400,20,20,5,1,2,2,6.05680298805237,0.016,-4293.21238147678
1000,2,2,6,4,400,20,20,5,1,2,2,20.8888759613037,0.027,-8625.50279811427
200,3,2,6,4,400,20,20,5,1,2,2,5.81313109397888,0.075,-1830.24621115848
500,3,2,6,4,400,20,20,5,1,2,2,16.1580281257629,0.042,-4600.39571584493
1000,3,2,6,4,400,20,20,5,1,2,2,23.7985558509827,0.055,-9380.92357238638
200,1,1,3,10,400,20,20,5,1,2,2,1.5099618434906,0.06,-2838.99148709679
500,1,1,3,10,400,20,20,5,1,2,2,3.779620885849,0.048,-7083.57118277623
1000,1,1,3,10,400,20,20,5,1,2,2,5.91318702697754,0.054,-14243.531360398
200,2,1,3,10,400,20,20,5,1,2,2,1.98369598388672,0.045,-2657.12643036212
500,2,1,3,10,400,20,20,5,1,2,2,5.89069700241089,0.028,-6720.45194544722
1000,2,1,3,10,400,20,20,5,1,2,2,17.5301380157471,0.022,-13566.9111785438
200,3,1,3,10,400,20,20,5,1,2,2,7.26457405090332,0.065,-2802.1989655865
500,3,1,3,10,400,20,20,5,1,2,2,18.2453598976135,0.046,-7000.92878248729
1000,3,1,3,10,400,20,20,5,1,2,2,29.0180010795593,0.054,-14243.531360398
200,1,2,3,10,400,20,20,5,1,2,2,1.59473490715027,0.1,-3173.19567659374
500,1,2,3,10,400,20,20,5,1,2,2,2.81498003005981,0.062,-8028.03869299973
1000,1,2,3,10,400,20,20,5,1,2,2,3.73600912094116,0.067,-16073.3576013771
200,2,2,3,10,400,20,20,5,1,2,2,2.0764479637146,0.03,-3054.88818266222
500,2,2,3,10,400,20,20,5,1,2,2,5.08130192756653,0.032,-7706.7765889972
1000,2,2,3,10,400,20,20,5,1,2,2,18.3421812057495,0.038,-15512.7093439209
200,3,2,3,10,400,20,20,5,1,2,2,8.03750705718994,0.1,-3173.19567659374
500,3,2,3,10,400,20,20,5,1,2,2,14.1143109798431,0.062,-8028.03869299973
1000,3,2,3,10,400,20,20,5,1,2,2,19.5841548442841,0.067,-16073.3576013771
200,1,1,6,10,400,20,20,5,1,2,2,2.21008992195129,0.205,-3036.04591012993
500,1,1,6,10,400,20,20,5,1,2,2,7.03571200370789,0.172,-7476.93406083637
1000,1,1,6,10,400,20,20,5,1,2,2,12.3571090698242,0.038,-15120.5428080704
200,2,1,6,10,400,20,20,5,1,2,2,2.66757893562317,0.07,-2631.56551894636
500,2,1,6,10,400,20,20,5,1,2,2,9.17598295211792,0.034,-6906.5915501689
1000,2,1,6,10,400,20,20,5,1,2,2,22.6169650554657,0.017,-14108.4219127855
200,3,1,6,10,400,20,20,5,1,2,2,11.224879026413,0.18,-3050.60715338636
500,3,1,6,10,400,20,20,5,1,2,2,35.40944480896,0.044,-7418.92067848221
1000,3,1,6,10,400,20,20,5,1,2,2,60.9616811275482,0.045,-15205.2267776296
200,1,2,6,10,400,20,20,5,1,2,2,2.85078406333923,0.225,-3352.8717572663
500,1,2,6,10,400,20,20,5,1,2,2,8.08197903633118,0.068,-8388.74102129846
1000,1,2,6,10,400,20,20,5,1,2,2,13.365275144577,0.048,-16564.8870526691
200,2,2,6,10,400,20,20,5,1,2,2,3.15905213356018,0.09,-3097.59627589282
500,2,2,6,10,400,20,20,5,1,2,2,10.3897950649261,0.11,-8040.37515852986
1000,2,2,6,10,400,20,20,5,1,2,2,25.9797821044922,0.037,-16062.0605446348
200,3,2,6,10,400,20,20,5,1,2,2,15.3851389884949,0.18,-3435.92940085475
500,3,2,6,10,400,20,20,5,1,2,2,40.4604699611664,0.04,-8290.03170283824
1000,3,2,6,10,400,20,20,5,1,2,2,66.9997138977051,0.048,-16564.9408756036
200,1,1,3,4,100,20,20,5,1,1,3,0.090756893157959,0.025,-1369.1553681182
500,1,1,3,4,100,20,20,5,1,1,3,0.278256893157959,0.024,-3335.15092633754
1000,1,1,3,4,100,20,20,5,1,1,3,0.433840036392212,0.032,-6739.33505913033
200,2,1,3,4,100,20,20,5,1,1,3,0.176530122756958,0.015,-1185.26373401443
500,2,1,3,4,100,20,20,5,1,1,3,0.862691879272461,0.01,-3000.95993257134
1000,2,1,3,4,100,20,20,5,1,1,3,3.29724717140198,0.018,-6060.78998607366
200,3,1,3,4,100,20,20,5,1,1,3,0.454784154891968,0.025,-1369.1553681182
500,3,1,3,4,100,20,20,5,1,1,3,1.33542895317078,0.024,-3335.15092633754
1000,3,1,3,4,100,20,20,5,1,1,3,2.16955494880676,0.032,-6739.33505913033
200,1,2,3,4,100,20,20,5,1,1,3,0.0947458744049072,0.04,-1749.9001886736
500,1,2,3,4,100,20,20,5,1,1,3,0.238361835479736,0.036,-4415.19951414106
1000,1,2,3,4,100,20,20,5,1,1,3,0.39046311378479,0.055,-8779.50753431045
200,2,2,3,4,100,20,20,5,1,1,3,0.176527976989746,0.02,-1590.34016519477
500,2,2,3,4,100,20,20,5,1,1,3,0.937493085861206,0.012,-3992.00985854155
1000,2,2,3,4,100,20,20,5,1,1,3,4.13202095031738,0.02,-8028.05115758509
200,3,2,3,4,100,20,20,5,1,1,3,0.476725101470947,0.04,-1749.9001886736
500,3,2,3,4,100,20,20,5,1,1,3,1.27359390258789,0.036,-4415.19951414106
1000,3,2,3,4,100,20,20,5,1,1,3,2.02159309387207,0.055,-8779.50753431045
200,1,1,6,4,100,20,20,5,1,1,3,0.24833607673645,0.045,-1575.10117912713
500,1,1,6,4,100,20,20,5,1,1,3,0.564466953277588,0.032,-3872.53326100976
1000,1,1,6,4,100,20,20,5,1,1,3,0.820804834365845,0.023,-7602.58057504746
200,2,1,6,4,100,20,20,5,1,1,3,0.342085123062134,0.015,-1287.01962578113
500,2,1,6,4,100,20,20,5,1,1,3,1.09108185768127,0.012,-3300.82919355944
1000,2,1,6,4,100,20,20,5,1,1,3,3.71522617340088,0.007,-6681.06188552902
200,3,1,6,4,100,20,20,5,1,1,3,1.11801195144653,0.03,-1503.90046296339
500,3,1,6,4,100,20,20,5,1,1,3,3.00785708427429,0.02,-3854.63772377633
1000,3,1,6,4,100,20,20,5,1,1,3,4.30666899681091,0.023,-7602.58057504746
200,1,2,6,4,100,20,20,5,1,1,3,0.286234140396118,0.055,-1824.46796457207
500,1,2,6,4,100,20,20,5,1,1,3,0.765952110290527,0.04,-4620.37167523742
1000,1,2,6,4,100,20,20,5,1,1,3,1.19657421112061,0.051,-9168.15031409337
200,2,2,6,4,100,20,20,5,1,1,3,0.413894891738892,0.05,-1687.65400888846
500,2,2,6,4,100,20,20,5,1,1,3,1.35218596458435,0.032,-4288.96699297865
1000,2,2,6,4,100,20,20,5,1,1,3,4.9008948802948,0.044,-8622.79193337631
200,3,2,6,4,100,20,20,5,1,1,3,1.37432408332825,0.075,-1846.04235475369
