n,algorithm,scenario,k,p,nstart,nsteps,nsteps.c2,factor.nstart,factor.nsteps,balanced,seed,time,error,obj
500,1,1,6,4,400,20,20,5,1,2,16,2.31637382507324,0.04,-3750.11024411047
1000,1,1,6,4,400,20,20,5,1,2,16,3.2024359703064,0.024,-7572.01618530929
200,2,1,6,4,400,20,20,5,1,2,16,1.24068188667297,0.01,-1271.10005582134
500,2,1,6,4,400,20,20,5,1,2,16,4.70741009712219,0.034,-3270.31168207408
1000,2,1,6,4,400,20,20,5,1,2,16,16.3705158233643,0.01,-6657.38380590087
200,3,1,6,4,400,20,20,5,1,2,16,4.33907103538513,0.02,-1501.09277180715
500,3,1,6,4,400,20,20,5,1,2,16,11.0555398464203,0.04,-3750.11024411047
1000,3,1,6,4,400,20,20,5,1,2,16,15.5663712024689,0.024,-7572.01618530929
200,1,2,6,4,400,20,20,5,1,2,16,1.11860394477844,0.045,-1828.06083297551
500,1,2,6,4,400,20,20,5,1,2,16,3.11811709403992,0.052,-4571.33616497481
1000,1,2,6,4,400,20,20,5,1,2,16,4.84335517883301,0.062,-9139.08226789242
200,2,2,6,4,400,20,20,5,1,2,16,1.44214415550232,0.025,-1667.81815478606
500,2,2,6,4,400,20,20,5,1,2,16,5.18173503875732,0.04,-4260.98333301173
1000,2,2,6,4,400,20,20,5,1,2,16,17.7690870761871,0.038,-8588.82143850905
200,3,2,6,4,400,20,20,5,1,2,16,5.63462114334106,0.045,-1828.06083297551
500,3,2,6,4,400,20,20,5,1,2,16,14.9717011451721,0.064,-4605.10692200584
1000,3,2,6,4,400,20,20,5,1,2,16,24.7244231700897,0.062,-9139.08226789242
200,1,1,3,10,400,20,20,5,1,2,16,1.40225100517273,0.04,-2817.55217325464
500,1,1,3,10,400,20,20,5,1,2,16,3.57643723487854,0.048,-7135.06478443372
1000,1,1,3,10,400,20,20,5,1,2,16,5.72039198875427,0.055,-14080.4524113879
200,2,1,3,10,400,20,20,5,1,2,16,1.88795185089111,0.03,-2673.18879399372
500,2,1,3,10,400,20,20,5,1,2,16,6.16946387290955,0.03,-6776.08039559243
1000,2,1,3,10,400,20,20,5,1,2,16,19.2869479656219,0.028,-13503.4315829894
200,3,1,3,10,400,20,20,5,1,2,16,7.40287208557129,0.045,-2836.46843749385
500,3,1,3,10,400,20,20,5,1,2,16,17.8831119537354,0.048,-7135.06478443372
1000,3,1,3,10,400,20,20,5,1,2,16,29.7005729675293,0.055,-14080.4524113879
200,1,2,3,10,400,20,20,5,1,2,16,1.40324783325195,0.06,-3188.54746720907
500,1,2,3,10,400,20,20,5,1,2,16,2.81846284866333,0.072,-8118.45105646802
1000,1,2,3,10,400,20,20,5,1,2,16,4.08407807350159,0.064,-16128.5086715796
200,2,2,3,10,400,20,20,5,1,2,16,1.9836950302124,0.02,-3068.91556492753
500,2,2,3,10,400,20,20,5,1,2,16,5.55115604400635,0.032,-7768.12392350414
1000,2,2,3,10,400,20,20,5,1,2,16,22.1006369590759,0.031,-15492.5196944997
200,3,2,3,10,400,20,20,5,1,2,16,7.54549884796143,0.055,-3189.58191300535
500,3,2,3,10,400,20,20,5,1,2,16,13.4482741355896,0.072,-8049.5942456542
1000,3,2,3,10,400,20,20,5,1,2,16,19.9047608375549,0.063,-16023.3498247348
200,1,1,6,10,400,20,20,5,1,2,16,2.4387469291687,0.17,-3069.32178987481
500,1,1,6,10,400,20,20,5,1,2,16,7.68511414527893,0.074,-7543.73067349461
1000,1,1,6,10,400,20,20,5,1,2,16,12.1070740222931,0.033,-14991.8004509169
200,2,1,6,10,400,20,20,5,1,2,16,2.90578985214233,0.015,-2631.82116486366
500,2,1,6,10,400,20,20,5,1,2,16,9.45309495925903,0.028,-6942.41554670089
1000,2,1,6,10,400,20,20,5,1,2,16,26.4450888633728,0.01,-14075.8615697121
200,3,1,6,10,400,20,20,5,1,2,16,11.074362039566,0.2,-3037.85762841865
500,3,1,6,10,400,20,20,5,1,2,16,36.6943190097809,0.176,-7493.0015428784
1000,3,1,6,10,400,20,20,5,1,2,16,60.7802760601044,0.033,-14989.6272560135
200,1,2,6,10,400,20,20,5,1,2,16,2.88129615783691,0.34,-3346.6122097378
500,1,2,6,10,400,20,20,5,1,2,16,8.54168391227722,0.094,-8376.3643732711
1000,1,2,6,10,400,20,20,5,1,2,16,13.334212064743,0.066,-16810.879172747
200,2,2,6,10,400,20,20,5,1,2,16,3.34305882453918,0.105,-3122.81632671532
500,2,2,6,10,400,20,20,5,1,2,16,10.713408946991,0.074,-7970.51913186414
1000,2,2,6,10,400,20,20,5,1,2,16,26.276538848877,0.038,-15995.1956806712
200,3,2,6,10,400,20,20,5,1,2,16,14.5909819602966,0.275,-3423.57470215682
500,3,2,6,10,400,20,20,5,1,2,16,42.2692048549652,0.062,-8272.77221835953
1000,3,2,6,10,400,20,20,5,1,2,16,66.9037001132965,0.071,-16680.9056901762
200,1,1,3,4,100,20,20,5,1,1,17,0.0937490463256836,0.025,-1371.42932411093
500,1,1,3,4,100,20,20,5,1,1,17,0.326995849609375,0.05,-3341.57762001619
1000,1,1,3,4,100,20,20,5,1,1,17,0.424864053726196,0.048,-6663.31394371005
200,2,1,3,4,100,20,20,5,1,1,17,0.169545888900757,0.015,-1210.19599719867
500,2,1,3,4,100,20,20,5,1,1,17,0.905577898025513,0.03,-3035.27233445934
1000,2,1,3,4,100,20,20,5,1,1,17,3.07845711708069,0.024,-6020.2755223115
200,3,1,3,4,100,20,20,5,1,1,17,0.463759899139404,0.025,-1371.42932411093
500,3,1,3,4,100,20,20,5,1,1,17,1.59174394607544,0.05,-3341.57762001619
1000,3,1,3,4,100,20,20,5,1,1,17,2.06946611404419,0.048,-6663.31394371005
200,1,2,3,4,100,20,20,5,1,1,17,0.103723049163818,0.045,-1735.77638669249
500,1,2,3,4,100,20,20,5,1,1,17,0.287750959396362,0.06,-4384.82893191109
1000,1,2,3,4,100,20,20,5,1,1,17,0.448800086975098,0.062,-8707.94153491847
200,2,2,3,4,100,20,20,5,1,1,17,0.192485094070435,0.015,-1604.02727652187
500,2,2,3,4,100,20,20,5,1,1,17,0.883637189865112,0.024,-4033.27121117971
1000,2,2,3,4,100,20,20,5,1,1,17,3.63979887962341,0.026,-7985.48191557876
200,3,2,3,4,100,20,20,5,1,1,17,0.512223958969116,0.045,-1735.77638669249
500,3,2,3,4,100,20,20,5,1,1,17,1.49998903274536,0.06,-4384.82893191109
1000,3,2,3,4,100,20,20,5,1,1,17,2.34472990036011,0.062,-8707.94153491847
200,1,1,6,4,100,20,20,5,1,1,17,0.198469877243042,0.17,-1574.10767350779
500,1,1,6,4,100,20,20,5,1,1,17,0.582442045211792,0.046,-3768.07018441891
1000,1,1,6,4,100,20,20,5,1,1,17,0.784902095794678,0.032,-7754.82841161075
200,2,1,6,4,100,20,20,5,1,1,17,0.30917501449585,0.015,-1308.15086721559
500,2,1,6,4,100,20,20,5,1,1,17,1.16091680526733,0.034,-3327.20352023084
1000,2,1,6,4,100,20,20,5,1,1,17,4.06413102149963,0.013,-6624.85008407552
200,3,1,6,4,100,20,20,5,1,1,17,1.1000599861145,0.04,-1593.58182403719
500,3,1,6,4,100,20,20,5,1,1,17,2.83951282501221,0.038,-3728.5980634965
1000,3,1,6,4,100,20,20,5,1,1,17,3.77989220619202,0.032,-7757.19635741208
200,1,2,6,4,100,20,20,5,1,1,17,0.26429295539856,0.055,-1891.58284159203
500,1,2,6,4,100,20,20,5,1,1,17,0.799860000610352,0.05,-4574.51674742087
1000,1,2,6,4,100,20,20,5,1,1,17,1.19679999351501,0.054,-9143.40809023711
200,2,2,6,4,100,20,20,5,1,1,17,0.369013071060181,0.08,-1760.42548602259
500,2,2,6,4,100,20,20,5,1,1,17,1.50597190856934,0.038,-4323.4502538908
1000,2,2,6,4,100,20,20,5,1,1,17,4.3114709854126,0.027,-8591.22919018795
200,3,2,6,4,100,20,20,5,1,1,17,1.49500298500061,0.04,-1832.02134658728
500,3,2,6,4,100,20,20,5,1,1,17,3.81481289863586,0.05,-4574.51674742087
1000,3,2,6,4,100,20,20,5,1,1,17,5.8175060749054,0.054,-9143.40809023711
200,1,1,3,10,100,20,20,5,1,1,17,0.395941972732544,0.065,-2812.43778487393
500,1,1,3,10,100,20,20,5,1,1,17,0.793083190917969,0.058,-6959.08460829223
1000,1,1,3,10,100,20,20,5,1,1,17,1.34540319442749,0.055,-14160.776560755
200,2,1,3,10,100,20,20,5,1,1,17,0.476725101470947,0.025,-2646.16594480409
500,2,1,3,10,100,20,20,5,1,1,17,1.29653096199036,0.036,-6664.27603630213
1000,2,1,3,10,100,20,20,5,1,1,17,4.28150200843811,0.03,-13582.4596688216
200,3,1,3,10,100,20,20,5,1,1,17,1.78123688697815,0.04,-2785.64431009711
500,3,1,3,10,100,20,20,5,1,1,17,4.16743206977844,0.058,-6961.11256867987
1000,3,1,3,10,100,20,20,5,1,1,17,6.87874388694763,0.055,-14160.776560755
200,1,2,3,10,100,20,20,5,1,1,17,0.33371114730835,0.045,-3253.53121361162
500,1,2,3,10,100,20,20,5,1,1,17,0.632308959960938,0.074,-8015.28265634983
1000,1,2,3,10,100,20,20,5,1,1,17,1.12698602676392,0.074,-16008.0401027124
200,2,2,3,10,100,20,20,5,1,1,17,0.405915021896362,0.04,-3066.05199334801
500,2,2,3,10,100,20,20,5,1,1,17,1.09307813644409,0.032,-7663.3121540432
1000,2,2,3,10,100,20,20,5,1,1,17,3.94844102859497,0.031,-15557.0257559386
200,3,2,3,10,100,20,20,5,1,1,17,1.64603090286255,0.075,-3176.74518292355
500,3,2,3,10,100,20,20,5,1,1,17,3.28821992874146,0.074,-8015.28265634983
1000,3,2,3,10,100,20,20,5,1,1,17,5.72720098495483,0.074,-16008.0401027124
200,1,1,6,10,100,20,20,5,1,1,17,0.658240079879761,0.315,-3119.54511110892
500,1,1,6,10,100,20,20,5,1,1,17,1.8804030418396,0.2,-7390.73163244714
1000,1,1,6,10,100,20,20,5,1,1,17,2.9735951423645,0.031,-15032.432744615
200,2,1,6,10,100,20,20,5,1,1,17,0.755976915359497,0.035,-2644.23915221835
500,2,1,6,10,100,20,20,5,1,1,17,2.57411694526672,0.034,-6883.43044885078
1000,2,1,6,10,100,20,20,5,1,1,17,7.2029869556427,0.019,-14139.49025057
200,3,1,6,10,100,20,20,5,1,1,17,3.1475830078125,0.185,-3110.51839525893
500,3,1,6,10,100,20,20,5,1,1,17,8.9216639995575,0.192,-7262.98071708993
1000,3,1,6,10,100,20,20,5,1,1,17,15.6998689174652,0.031,-15032.432744615
200,1,2,6,10,100,20,20,5,1,1,17,0.677188873291016,0.21,-3332.25846190241
500,1,2,6,10,100,20,20,5,1,1,17,2.10736513137817,0.122,-8338.78432767429
1000,1,2,6,10,100,20,20,5,1,1,17,3.43838620185852,0.063,-16634.2082075828
200,2,2,6,10,100,20,20,5,1,1,17,0.774927854537964,0.085,-3101.95808421662
500,2,2,6,10,100,20,20,5,1,1,17,2.67285203933716,0.052,-7887.67113040182
1000,2,2,6,10,100,20,20,5,1,1,17,5.98529481887817,0.031,-16102.1453945027
200,3,2,6,10,100,20,20,5,1,1,17,3.39872097969055,0.21,-3332.25846190241
500,3,2,6,10,100,20,20,5,1,1,17,10.8849720954895,0.064,-8188.0772967656
1000,3,2,6,10,100,20,20,5,1,1,17,17.2058999538422,0.063,-16592.425567086
200,1,1,3,4,400,20,20,5,1,1,17,0.367018938064575,0.025,-1371.42932411093
500,1,1,3,4,400,20,20,5,1,1,17,1.28057599067688,0.05,-3341.57762001619
1000,1,1,3,4,400,20,20,5,1,1,17,1.72055697441101,0.048,-6663.31394371005
200,2,1,3,4,400,20,20,5,1,1,17,0.656244993209839,0.015,-1210.19599719867
500,2,1,3,4,400,20,20,5,1,1,17,3.35692405700684,0.028,-3035.41871820227
1000,2,1,3,4,400,20,20,5,1,1,17,14.7612850666046,0.024,-6020.2755223115
200,3,1,3,4,400,20,20,5,1,1,17,1.80816507339478,0.025,-1371.42932411093
500,3,1,3,4,400,20,20,5,1,1,17,6.59644794464111,0.05,-3341.57762001619
1000,3,1,3,4,400,20,20,5,1,1,17,8.65916705131531,0.048,-6663.31394371005
200,1,2,3,4,400,20,20,5,1,1,17,0.450793981552124,0.045,-1735.77638669249
500,1,2,3,4,400,20,20,5,1,1,17,1.26162600517273,0.06,-4384.82893191109
1000,1,2,3,4,400,20,20,5,1,1,17,1.76582002639771,0.062,-8707.94153491847
200,2,2,3,4,400,20,20,5,1,1,17,0.829782009124756,0.015,-1604.02727652187
500,2,2,3,4,400,20,20,5,1,1,17,3.19645285606384,0.024,-4033.27121117971
1000,2,2,3,4,400,20,20,5,1,1,17,15.3662669658661,0.026,-7985.48191557876
200,3,2,3,4,400,20,20,5,1,1,17,1.98765015602112,0.045,-1735.77638669249
500,3,2,3,4,400,20,20,5,1,1,17,5.73765921592712,0.06,-4384.82893191109
1000,3,2,3,4,400,20,20,5,1,1,17,9.05047488212585,0.062,-8707.94153491847
200,1,1,6,4,400,20,20,5,1,1,17,0.926522016525269,0.17,-1556.32590401249
500,1,1,6,4,400,20,20,5,1,1,17,2.34424495697021,0.038,-3728.5980634965
1000,1,1,6,4,400,20,20,5,1,1,17,3.23832392692566,0.032,-7757.19635741208
200,2,1,6,4,400,20,20,5,1,1,17,1.32346081733704,0.015,-1308.15086721559
500,2,1,6,4,400,20,20,5,1,1,17,4.70246195793152,0.034,-3327.20352023084
1000,2,1,6,4,400,20,20,5,1,1,17,17.8491668701172,0.013,-6624.85008407552
200,3,1,6,4,400,20,20,5,1,1,17,4.32180094718933,0.025,-1534.95036253982
500,3,1,6,4,400,20,20,5,1,1,17,11.7346999645233,0.038,-3728.5980634965
1000,3,1,6,4,400,20,20,5,1,1,17,14.7084491252899,0.032,-7757.19635741208
200,1,2,6,4,400,20,20,5,1,1,17,1.16787695884705,0.04,-1832.02134658728
500,1,2,6,4,400,20,20,5,1,1,17,2.9191951751709,0.05,-4574.51674742087
1000,1,2,6,4,400,20,20,5,1,1,17,4.5727710723877,0.054,-9143.40809023711
200,2,2,6,4,400,20,20,5,1,1,17,1.51893782615662,0.07,-1757.07231667172
500,2,2,6,4,400,20,20,5,1,1,17,5.23077797889709,0.034,-4324.05576707654
1000,2,2,6,4,400,20,20,5,1,1,17,18.041778087616,0.026,-8591.32741550551
200,3,2,6,4,400,20,20,5,1,1,17,5.25993394851685,0.045,-1856.3420238076
500,3,2,6,4,400,20,20,5,1,1,17,13.3217880725861,0.05,-4574.51674742087
1000,3,2,6,4,400,20,20,5,1,1,17,20.7854549884796,0.054,-9143.40809023711
200,1,1,3,10,400,20,20,5,1,1,17,1.31847405433655,0.04,-2785.64431009711
500,1,1,3,10,400,20,20,5,1,1,17,2.92992210388184,0.058,-6961.11256867987
1000,1,1,3,10,400,20,20,5,1,1,17,4.91539597511292,0.055,-14160.776560755
200,2,1,3,10,400,20,20,5,1,1,17,1.6675398349762,0.04,-2662.73748625962
500,2,1,3,10,400,20,20,5,1,1,17,5.37462687492371,0.036,-6664.27603630213
1000,2,1,3,10,400,20,20,5,1,1,17,16.4061710834503,0.03,-13582.4596688216
200,3,1,3,10,400,20,20,5,1,1,17,6.52408504486084,0.04,-2785.05293437411
500,3,1,3,10,400,20,20,5,1,1,17,13.4487278461456,0.058,-6961.11256867987
1000,3,1,3,10,400,20,20,5,1,1,17,20.9666647911072,0.055,-14160.776560755
200,1,2,3,10,400,20,20,5,1,1,17,1.05916786193848,0.075,-3176.74518292355
500,1,2,3,10,400,20,20,5,1,1,17,1.86501288414001,0.074,-8015.28265634983
1000,1,2,3,10,400,20,20,5,1,1,17,3.26886200904846,0.074,-16008.0401027124
200,2,2,3,10,400,20,20,5,1,1,17,1.39825916290283,0.04,-3066.05199334801
500,2,2,3,10,400,20,20,5,1,1,17,3.43581104278564,0.032,-7663.3121540432
1000,2,2,3,10,400,20,20,5,1,1,17,12.1694891452789,0.033,-15557.2131602132
200,3,2,3,10,400,20,20,5,1,1,17,5.11751508712769,0.075,-3176.74518292355
500,3,2,3,10,400,20,20,5,1,1,17,8.67240691184998,0.074,-8015.28265634983
1000,3,2,3,10,400,20,20,5,1,1,17,16.3289930820465,0.074,-16008.0401027124
200,1,1,6,10,400,20,20,5,1,1,17,1.86202096939087,0.185,-3110.51839525893
500,1,1,6,10,400,20,20,5,1,1,17,5.23401308059692,0.218,-7497.95845901814
1000,1,1,6,10,400,20,20,5,1,1,17,8.4758620262146,0.031,-15032.432744615
200,2,1,6,10,400,20,20,5,1,1,17,1.74633002281189,0.02,-2637.61675550037
500,2,1,6,10,400,20,20,5,1,1,17,5.97283601760864,0.034,-6881.85977924062
1000,2,1,6,10,400,20,20,5,1,1,17,15.778076171875,0.018,-14139.6078042979
200,3,1,6,10,400,20,20,5,1,1,17,7.38378810882568,0.285,-2980.7505913506
500,3,1,6,10,400,20,20,5,1,1,17,23.1406600475311,0.192,-7262.98071708993
1000,3,1,6,10,400,20,20,5,1,1,17,37.2584800720215,0.036,-15053.7543504176
200,1,2,6,10,400,20,20,5,1,1,17,1.6167368888855,0.21,-3332.25846190241
500,1,2,6,10,400,20,20,5,1,1,17,5.19962191581726,0.064,-8188.0772967656
1000,1,2,6,10,400,20,20,5,1,1,17,8.56616997718811,0.063,-16592.425567086
200,2,2,6,10,400,20,20,5,1,1,17,1.80118298530579,0.085,-3101.95808421662
500,2,2,6,10,400,20,20,5,1,1,17,11.8314738273621,0.05,-7883.90245062044
1000,2,2,6,10,400,20,20,5,1,1,17,33.4645278453827,0.029,-16100.5128060903
200,3,2,6,10,400,20,20,5,1,1,17,13.8240389823914,0.245,-3412.84347584297
500,3,2,6,10,400,20,20,5,1,1,17,43.5341410636902,0.066,-8166.38462530238
1000,3,2,6,10,400,20,20,5,1,1,17,73.1757409572601,0.062,-16596.0434901135
200,1,1,3,4,100,20,20,5,1,2,17,0.138629198074341,0.03,-1353.10284662926
500,1,1,3,4,100,20,20,5,1,2,17,0.359040021896362,0.046,-3294.88084857021
1000,1,1,3,4,100,20,20,5,1,2,17,0.507641792297363,0.034,-6584.36624198749
200,2,1,3,4,100,20,20,5,1,2,17,0.181514024734497,0.01,-1212.41108269243
500,2,1,3,4,100,20,20,5,1,2,17,0.990350961685181,0.03,-3028.27553793032
1000,2,1,3,4,100,20,20,5,1,2,17,3.79113101959229,0.023,-6008.83752949958
200,3,1,3,4,100,20,20,5,1,2,17,0.500661134719849,0.03,-1353.10284662926
500,3,1,3,4,100,20,20,5,1,2,17,1.86800503730774,0.046,-3294.88084857021
1000,3,1,3,4,100,20,20,5,1,2,17,2.60403609275818,0.034,-6584.36624198749
200,1,2,3,4,100,20,20,5,1,2,17,0.116686820983887,0.055,-1776.64703711754
500,1,2,3,4,100,20,20,5,1,2,17,0.350064039230347,0.056,-4378.85642800213
1000,1,2,3,4,100,20,20,5,1,2,17,0.514454126358032,0.064,-8628.01669070804
200,2,2,3,4,100,20,20,5,1,2,17,0.232378959655762,0.04,-1618.10807202422
500,2,2,3,4,100,20,20,5,1,2,17,0.953030109405518,0.022,-4027.44115735639
1000,2,2,3,4,100,20,20,5,1,2,17,4.05609893798828,0.026,-7976.68722362968
200,3,2,3,4,100,20,20,5,1,2,17,0.570340871810913,0.055,-1776.64703711754
500,3,2,3,4,100,20,20,5,1,2,17,2.17321395874023,0.056,-4378.85642800213
1000,3,2,3,4,100,20,20,5,1,2,17,2.30383992195129,0.064,-8628.01669070804
200,1,1,6,4,100,20,20,5,1,2,17,0.289226055145264,0.055,-1598.91025150253
500,1,1,6,4,100,20,20,5,1,2,17,0.839752912521362,0.032,-3762.25396917448
1000,1,1,6,4,100,20,20,5,1,2,17,0.855712175369263,0.041,-7681.66561143634
200,2,1,6,4,100,20,20,5,1,2,17,0.398933172225952,0.01,-1313.96092313771
500,2,1,6,4,100,20,20,5,1,2,17,1.44464683532715,0.02,-3330.7985483091
1000,2,1,6,4,100,20,20,5,1,2,17,4.71638798713684,0.015,-6615.16567742791
200,3,1,6,4,100,20,20,5,1,2,17,1.44214415550232,0.035,-1590.35967735796
500,3,1,6,4,100,20,20,5,1,2,17,3.23700213432312,0.036,-3738.49485962764
1000,3,1,6,4,100,20,20,5,1,2,17,4.40721082687378,0.041,-7677.69575674225
200,1,2,6,4,100,20,20,5,1,2,17,0.35106086730957,0.045,-1867.24735887693
500,1,2,6,4,100,20,20,5,1,2,17,0.914553880691528,0.056,-4596.99150739072
1000,1,2,6,4,100,20,20,5,1,2,17,1.38928508758545,0.051,-9114.47776286202
200,2,2,6,4,100,20,20,5,1,2,17,0.441817998886108,0.04,-1723.77175509967
500,2,2,6,4,100,20,20,5,1,2,17,1.82013297080994,0.048,-4291.83302226201
1000,2,2,6,4,100,20,20,5,1,2,17,5.36915993690491,0.025,-8588.93843428673
200,3,2,6,4,100,20,20,5,1,2,17,1.75331211090088,0.045,-1867.24735887693
500,3,2,6,4,100,20,20,5,1,2,17,4.88593292236328,0.058,-4542.0110931661
1000,3,2,6,4,100,20,20,5,1,2,17,6.79583692550659,0.051,-9114.47776286202
200,1,1,3,10,100,20,20,5,1,2,17,0.41289496421814,0.07,-2797.41957654783
500,1,1,3,10,100,20,20,5,1,2,17,0.918544054031372,0.072,-6966.96352516106
1000,1,1,3,10,100,20,20,5,1,2,17,1.51993608474731,0.061,-14195.8352905192
200,2,1,3,10,100,20,20,5,1,2,17,0.502655982971191,0.025,-2661.14649498651
500,2,1,3,10,100,20,20,5,1,2,17,1.51081585884094,0.03,-6665.30677815041
1000,2,1,3,10,100,20,20,5,1,2,17,5.67021703720093,0.032,-13589.116115526
200,3,1,3,10,100,20,20,5,1,2,17,2.03854584693909,0.07,-2778.2845690771
500,3,1,3,10,100,20,20,5,1,2,17,5.14224886894226,0.072,-6966.96352516106
1000,3,1,3,10,100,20,20,5,1,2,17,7.84858012199402,0.061,-14195.8352905192
200,1,2,3,10,100,20,20,5,1,2,17,0.349344968795776,0.045,-3190.83902692241
500,1,2,3,10,100,20,20,5,1,2,17,0.689182043075562,0.064,-8001.43028823781
1000,1,2,3,10,100,20,20,5,1,2,17,1.08908700942993,0.078,-16251.436357927
200,2,2,3,10,100,20,20,5,1,2,17,0.410901069641113,0.05,-3072.02722955997
500,2,2,3,10,100,20,20,5,1,2,17,1.2356960773468,0.03,-7666.95252081242
1000,2,2,3,10,100,20,20,5,1,2,17,4.00688600540161,0.033,-15563.4380123053
200,3,2,3,10,100,20,20,5,1,2,17,1.63416004180908,0.045,-3250.77557661549
500,3,2,3,10,100,20,20,5,1,2,17,3.35264921188354,0.064,-8001.43028823781
1000,3,2,3,10,100,20,20,5,1,2,17,5.49829602241516,0.076,-16137.910156822
200,1,1,6,10,100,20,20,5,1,2,17,0.687796115875244,0.225,-3056.70567886175
500,1,1,6,10,100,20,20,5,1,2,17,1.88274598121643,0.044,-7446.71016451162
1000,1,1,6,10,100,20,20,5,1,2,17,3.07975888252258,0.038,-15060.9290147222
200,2,1,6,10,100,20,20,5,1,2,17,0.687148809432983,0.015,-2651.34052542471
500,2,1,6,10,100,20,20,5,1,2,17,2.47958087921143,0.026,-6896.17570244479
1000,2,1,6,10,100,20,20,5,1,2,17,6.64750790596008,0.018,-14121.5458728902
200,3,1,6,10,100,20,20,5,1,2,17,3.21540307998657,0.265,-2978.78212238948
500,3,1,6,10,100,20,20,5,1,2,17,9.54766201972961,0.044,-7446.71016451162
1000,3,1,6,10,100,20,20,5,1,2,17,15.8349120616913,0.042,-15219.8420799943
200,1,2,6,10,100,20,20,5,1,2,17,0.707107067108154,0.185,-3366.8881547362
500,1,2,6,10,100,20,20,5,1,2,17,2.40208506584167,0.068,-8153.85778910723
1000,1,2,6,10,100,20,20,5,1,2,17,3.71552515029907,0.069,-16821.7035089405
200,2,2,6,10,100,20,20,5,1,2,17,0.833046197891235,0.07,-3096.79974985684
500,2,2,6,10,100,20,20,5,1,2,17,3.04583811759949,0.058,-7925.23244621843
1000,2,2,6,10,100,20,20,5,1,2,17,6.829754114151,0.031,-16087.3469472882
200,3,2,6,10,100,20,20,5,1,2,17,3.8355119228363,0.185,-3366.8881547362
500,3,2,6,10,100,20,20,5,1,2,17,11.2020869255066,0.066,-8196.465868478
1000,3,2,6,10,100,20,20,5,1,2,17,17.1947040557861,0.065,-16621.8099567375
200,1,1,3,4,400,20,20,5,1,2,17,0.398932933807373,0.03,-1353.10284662926
500,1,1,3,4,400,20,20,5,1,2,17,1.2446711063385,0.046,-3294.88084857021
1000,1,1,3,4,400,20,20,5,1,2,17,1.84308695793152,0.034,-6584.36624198749
200,2,1,3,4,400,20,20,5,1,2,17,0.796869039535522,0.01,-1212.41108269243
500,2,1,3,4,400,20,20,5,1,2,17,3.56509900093079,0.03,-3028.27553793032
1000,2,1,3,4,400,20,20,5,1,2,17,14.3485610485077,0.023,-6008.83752949958
200,3,1,3,4,400,20,20,5,1,2,17,1.95577001571655,0.03,-1353.10284662926
500,3,1,3,4,400,20,20,5,1,2,17,6.28312587738037,0.046,-3294.88084857021
1000,3,1,3,4,400,20,20,5,1,2,17,9.08393311500549,0.034,-6584.36624198749
200,1,2,3,4,400,20,20,5,1,2,17,0.399930000305176,0.055,-1776.64703711754
500,1,2,3,4,400,20,20,5,1,2,17,1.18084192276001,0.056,-4378.85642800213
1000,1,2,3,4,400,20,20,5,1,2,17,1.68390917778015,0.064,-8628.01669070804
200,2,2,3,4,400,20,20,5,1,2,17,0.922134160995483,0.04,-1618.10807202422
500,2,2,3,4,400,20,20,5,1,2,17,3.38395118713379,0.022,-4027.44115735639
1000,2,2,3,4,400,20,20,5,1,2,17,14.0022909641266,0.026,-7976.68722362968
200,3,2,3,4,400,20,20,5,1,2,17,2.09340310096741,0.055,-1776.64703711754
500,3,2,3,4,400,20,20,5,1,2,17,5.42750096321106,0.056,-4378.85642800213
1000,3,2,3,4,400,20,20,5,1,2,17,8.37819981575012,0.064,-8628.01669070804
200,1,1,6,4,400,20,20,5,1,2,17,0.898169994354248,0.035,-1590.35967735796
500,1,1,6,4,400,20,20,5,1,2,17,2.27470898628235,0.036,-3738.49485962764
1000,1,1,6,4,400,20,20,5,1,2,17,2.92072105407715,0.041,-7681.66561143634
200,2,1,6,4,400,20,20,5,1,2,17,1.27060317993164,0.01,-1313.96092313771
500,2,1,6,4,400,20,20,5,1,2,17,4.28235483169556,0.02,-3330.40844801929
1000,2,1,6,4,400,20,20,5,1,2,17,14.6213200092316,0.015,-6615.16567742791
200,3,1,6,4,400,20,20,5,1,2,17,4.42837810516357,0.035,-1590.35967735796
500,3,1,6,4,400,20,20,5,1,2,17,11.955570936203,0.036,-3738.49485962764
1000,3,1,6,4,400,20,20,5,1,2,17,15.1868081092834,0.041,-7677.69575674225
200,1,2,6,4,400,20,20,5,1,2,17,1.07811713218689,0.045,-1867.24735887693
500,1,2,6,4,400,20,20,5,1,2,17,3.1555609703064,0.058,-4542.0110931661
1000,1,2,6,4,400,20,20,5,1,2,17,4.6715259552002,0.051,-9114.47776286202
200,2,2,6,4,400,20,20,5,1,2,17,1.48004198074341,0.04,-1723.77175509967
500,2,2,6,4,400,20,20,5,1,2,17,5.59295201301575,0.048,-4291.83302226201
1000,2,2,6,4,400,20,20,5,1,2,17,16.2380218505859,0.023,-8588.92689534045
200,3,2,6,4,400,20,20,5,1,2,17,5.36101603507996,0.045,-1867.24735887693
500,3,2,6,4,400,20,20,5,1,2,17,15.3381609916687,0.102,-4661.58514406126
1000,3,2,6,4,400,20,20,5,1,2,17,23.3379719257355,0.051,-9114.47776286202
200,1,1,3,10,400,20,20,5,1,2,17,1.35038900375366,0.07,-2778.2845690771
500,1,1,3,10,400,20,20,5,1,2,17,3.59118914604187,0.072,-6966.96352516106
